job_title,industry,company_size,salary,experience_years,education_level,skills_count,connections,data_source,date_updated
CTO,Technology,501-1000,189468,1,PhD,17,4328,linkedin,2025-07-07 00:52:04.507785
Engineering Director,Consulting,11-50,35000,4,Certificate,17,1299,linkedin,2025-08-11 00:52:04.507789
Senior Software Developer,Manufacturing,51-200,87769,22,PhD,15,1370,linkedin,2025-08-11 00:52:04.507793
Site Reliability Engineer,Real Estate,1-10,100835,3,Master,21,746,linkedin,2025-08-11 00:52:04.507797
Senior Software Developer,Government,11-50,58623,14,No Degree,41,1191,linkedin,2025-07-30 00:52:04.507800
Data Engineer,Retail,1001-5000,177916,8,PhD,45,1529,linkedin,2025-07-19 00:52:04.507804
Data Engineer,Consulting,11-50,140661,24,No Degree,31,4200,linkedin,2025-07-10 00:52:04.507808
VP of Engineering,Retail,1-10,67086,23,Certificate,44,2298,linkedin,2025-08-07 00:52:04.507812
Data Engineer,Manufacturing,1001-5000,107964,9,Certificate,8,1863,linkedin,2025-09-07 00:52:04.507816
Engineering Director,Non-profit,201-500,54613,19,No Degree,32,2806,linkedin,2025-07-07 00:52:04.507819
Lead Software Developer,Financial Services,1001-5000,145685,8,No Degree,21,2203,linkedin,2025-06-27 00:52:04.507823
Technical Lead,Non-profit,501-1000,55209,7,Bachelor,34,4630,linkedin,2025-08-09 00:52:04.507827
CTO,Retail,5000+,147257,17,PhD,21,4983,linkedin,2025-06-26 00:52:04.507830
Software Developer,Energy,1001-5000,78544,6,Master,8,4034,linkedin,2025-07-19 00:52:04.507834
Technical Lead,Financial Services,1001-5000,198996,13,PhD,48,359,linkedin,2025-06-26 00:52:04.507838
Lead Software Developer,Real Estate,501-1000,131900,14,Bachelor,9,724,linkedin,2025-07-15 00:52:04.507842
CTO,Consulting,201-500,73321,20,Bachelor,7,4283,linkedin,2025-09-08 00:52:04.507846
Site Reliability Engineer,Government,501-1000,126535,18,Bachelor,49,1894,linkedin,2025-07-19 00:52:04.507849
Software Developer,Government,1-10,68606,4,Bachelor,23,3860,linkedin,2025-09-17 00:52:04.507853
Platform Engineer,Government,1001-5000,117317,9,PhD,49,2172,linkedin,2025-08-16 00:52:04.507857
Software Architect,Retail,5000+,107774,22,Master,27,3425,linkedin,2025-07-19 00:52:04.507860
Senior Software Developer,Healthcare,5000+,169063,23,Bachelor,41,2818,linkedin,2025-09-08 00:52:04.507864
Software Developer,Financial Services,501-1000,204543,9,PhD,48,1180,linkedin,2025-07-28 00:52:04.507868
Data Engineer,Retail,1001-5000,120455,5,Bachelor,31,2897,linkedin,2025-08-03 00:52:04.507872
Technical Lead,Financial Services,5000+,279389,14,Master,48,189,linkedin,2025-09-17 00:52:04.507875
Data Engineer,Technology,501-1000,149832,18,No Degree,46,3962,linkedin,2025-06-27 00:52:04.507879
Technical Lead,Manufacturing,1001-5000,158721,4,PhD,20,3850,linkedin,2025-07-23 00:52:04.507883
Lead Software Developer,Healthcare,11-50,100939,17,PhD,25,3619,linkedin,2025-07-05 00:52:04.507886
Platform Engineer,Energy,11-50,98015,3,PhD,41,1997,linkedin,2025-08-03 00:52:04.507890
Data Engineer,Media & Communications,501-1000,66367,3,Bachelor,36,1745,linkedin,2025-08-30 00:52:04.507894
VP of Engineering,Education,5000+,116270,23,Bachelor,42,434,linkedin,2025-08-18 00:52:04.507898
CTO,Education,201-500,68239,8,Bachelor,11,176,linkedin,2025-08-27 00:52:04.507901
Site Reliability Engineer,Retail,5000+,104857,7,Certificate,47,2708,linkedin,2025-07-05 00:52:04.507905
Software Architect,Consulting,51-200,163706,18,PhD,12,2942,linkedin,2025-06-24 00:52:04.507909
Platform Engineer,Financial Services,51-200,125892,19,PhD,7,263,linkedin,2025-07-16 00:52:04.507912
VP of Engineering,Media & Communications,5000+,99640,16,Master,19,4913,linkedin,2025-07-21 00:52:04.507916
Data Engineer,Non-profit,501-1000,72635,3,Bachelor,38,4235,linkedin,2025-08-30 00:52:04.507920
Site Reliability Engineer,Financial Services,5000+,125664,2,Certificate,29,363,linkedin,2025-08-07 00:52:04.507924
ML Engineer,Real Estate,51-200,129054,11,No Degree,47,3894,linkedin,2025-09-12 00:52:04.507927
Lead Software Developer,Media & Communications,51-200,78477,8,Certificate,34,3428,linkedin,2025-07-04 00:52:04.507931
VP of Engineering,Energy,201-500,118327,23,Master,13,3157,linkedin,2025-08-14 00:52:04.507935
VP of Engineering,Non-profit,201-500,97949,1,Certificate,5,1541,linkedin,2025-07-09 00:52:04.507939
CTO,Real Estate,11-50,74809,25,Certificate,13,1814,linkedin,2025-07-09 00:52:04.507942
Engineering Director,Technology,201-500,153918,4,Master,12,3401,linkedin,2025-07-24 00:52:04.507946
ML Engineer,Healthcare,201-500,85347,22,Certificate,38,1585,linkedin,2025-07-18 00:52:04.507950
Technical Lead,Consulting,11-50,165333,17,No Degree,8,2275,linkedin,2025-08-27 00:52:04.507953
Data Engineer,Manufacturing,51-200,117239,24,PhD,23,3328,linkedin,2025-09-17 00:52:04.507957
Platform Engineer,Real Estate,1001-5000,117553,23,Certificate,37,4417,linkedin,2025-07-06 00:52:04.507961
Data Engineer,Retail,501-1000,91974,20,Master,14,676,linkedin,2025-06-30 00:52:04.507964
Platform Engineer,Financial Services,5000+,180893,24,Master,17,358,linkedin,2025-08-13 00:52:04.507968
Lead Software Developer,Media & Communications,1-10,69540,16,No Degree,25,1822,linkedin,2025-08-10 00:52:04.507972
Data Engineer,Energy,5000+,197935,12,Certificate,21,2967,linkedin,2025-09-16 00:52:04.507975
Technical Lead,Media & Communications,201-500,72482,6,PhD,6,2633,linkedin,2025-06-22 00:52:04.507979
Technical Lead,Real Estate,1-10,78561,13,Master,10,3579,linkedin,2025-06-25 00:52:04.507983
Site Reliability Engineer,Energy,5000+,132390,13,PhD,11,4088,linkedin,2025-09-10 00:52:04.507986
Software Developer,Technology,11-50,107887,8,Certificate,42,230,linkedin,2025-08-16 00:52:04.507990
Technical Lead,Education,5000+,103510,5,Bachelor,13,420,linkedin,2025-07-25 00:52:04.507994
VP of Engineering,Real Estate,1-10,73794,12,No Degree,6,4485,linkedin,2025-08-07 00:52:04.507998
ML Engineer,Manufacturing,1-10,92588,25,Master,40,4863,linkedin,2025-09-05 00:52:04.508001
CTO,Real Estate,1-10,87570,17,No Degree,37,195,linkedin,2025-07-23 00:52:04.508005
Technical Lead,Healthcare,11-50,103899,2,Certificate,26,2024,linkedin,2025-09-15 00:52:04.508009
Site Reliability Engineer,Government,201-500,35000,15,Master,14,3206,linkedin,2025-07-03 00:52:04.508012
VP of Engineering,Manufacturing,201-500,112332,8,PhD,44,2681,linkedin,2025-07-13 00:52:04.508016
VP of Engineering,Energy,1-10,44542,3,PhD,50,393,linkedin,2025-09-12 00:52:04.508020
Engineering Director,Government,5000+,123592,18,PhD,22,4813,linkedin,2025-09-09 00:52:04.508023
Technical Lead,Energy,1001-5000,169025,13,PhD,9,3677,linkedin,2025-07-16 00:52:04.508027
Lead Software Developer,Non-profit,1-10,40881,5,Certificate,9,2722,linkedin,2025-08-30 00:52:04.508031
Senior Software Developer,Manufacturing,201-500,97660,4,No Degree,31,3952,linkedin,2025-09-10 00:52:04.508034
ML Engineer,Real Estate,201-500,88841,17,Master,49,3987,linkedin,2025-08-31 00:52:04.508038
Senior Software Developer,Technology,5000+,226301,14,PhD,39,2680,linkedin,2025-08-15 00:52:04.508042
Senior Software Developer,Education,11-50,70024,8,Master,47,2771,linkedin,2025-07-09 00:52:04.508045
Site Reliability Engineer,Financial Services,501-1000,228560,23,Certificate,18,2177,linkedin,2025-07-09 00:52:04.508049
Software Architect,Financial Services,1-10,117405,2,PhD,48,2080,linkedin,2025-07-30 00:52:04.508053
Engineering Director,Healthcare,1001-5000,144084,13,No Degree,12,2828,linkedin,2025-08-17 00:52:04.508056
Platform Engineer,Energy,1001-5000,125605,20,Master,5,2914,linkedin,2025-07-08 00:52:04.508060
Data Engineer,Financial Services,201-500,176218,23,Certificate,15,2411,linkedin,2025-09-17 00:52:04.508064
VP of Engineering,Media & Communications,201-500,59102,3,Bachelor,9,386,linkedin,2025-07-24 00:52:04.508067
Site Reliability Engineer,Real Estate,1-10,77621,19,PhD,37,657,linkedin,2025-07-31 00:52:04.508071
Data Engineer,Financial Services,501-1000,156805,7,Master,41,4539,linkedin,2025-07-24 00:52:04.508075
Software Architect,Retail,201-500,123451,13,Bachelor,24,3021,linkedin,2025-09-15 00:52:04.508079
Senior Software Developer,Real Estate,501-1000,108650,3,No Degree,35,4680,linkedin,2025-08-02 00:52:04.508082
Software Architect,Technology,5000+,128000,15,PhD,50,1761,linkedin,2025-07-30 00:52:04.508086
Senior Software Developer,Real Estate,11-50,85657,11,Bachelor,23,1460,linkedin,2025-06-25 00:52:04.508089
Site Reliability Engineer,Real Estate,201-500,76210,4,No Degree,43,751,linkedin,2025-09-01 00:52:04.508093
Senior Software Developer,Media & Communications,51-200,49275,23,Master,9,1374,linkedin,2025-09-07 00:52:04.508097
Platform Engineer,Real Estate,501-1000,134722,8,Master,39,3824,linkedin,2025-08-22 00:52:04.508100
Software Developer,Technology,1001-5000,183792,13,Bachelor,20,1408,linkedin,2025-07-15 00:52:04.508104
CTO,Non-profit,501-1000,89118,23,PhD,34,1961,linkedin,2025-07-20 00:52:04.508108
CTO,Energy,51-200,125944,14,PhD,46,942,linkedin,2025-09-15 00:52:04.508112
ML Engineer,Government,5000+,88710,10,PhD,13,357,linkedin,2025-07-18 00:52:04.508116
Engineering Director,Healthcare,501-1000,80534,9,Bachelor,17,4157,linkedin,2025-07-30 00:52:04.508119
ML Engineer,Media & Communications,51-200,93336,23,Bachelor,17,2038,linkedin,2025-09-15 00:52:04.508123
Data Engineer,Non-profit,5000+,85011,9,PhD,28,1376,linkedin,2025-08-31 00:52:04.508127
Engineering Director,Retail,51-200,74995,20,PhD,13,1485,linkedin,2025-07-14 00:52:04.508131
Senior Software Developer,Retail,51-200,93103,3,Master,30,1760,linkedin,2025-08-30 00:52:04.508134
Engineering Director,Retail,501-1000,96569,25,Certificate,11,2026,linkedin,2025-08-21 00:52:04.508138
Software Architect,Energy,1001-5000,66813,7,Bachelor,27,3602,linkedin,2025-09-05 00:52:04.508141
Software Architect,Real Estate,1-10,67617,3,Bachelor,47,2099,linkedin,2025-07-16 00:52:04.508145
Software Architect,Healthcare,1001-5000,97255,14,Certificate,50,543,linkedin,2025-07-14 00:52:04.508149
Site Reliability Engineer,Healthcare,1-10,88441,7,PhD,45,1541,linkedin,2025-08-29 00:52:04.508153
Senior Software Developer,Financial Services,1-10,88949,4,No Degree,42,345,linkedin,2025-07-06 00:52:04.508156
Software Architect,Government,1001-5000,126257,24,Bachelor,37,4049,linkedin,2025-07-05 00:52:04.508160
Software Architect,Non-profit,11-50,83847,7,Bachelor,43,617,linkedin,2025-08-24 00:52:04.508164
Platform Engineer,Government,501-1000,106689,3,No Degree,40,3563,linkedin,2025-09-15 00:52:04.508167
Software Developer,Healthcare,5000+,89571,25,No Degree,14,4702,linkedin,2025-07-07 00:52:04.508171
Platform Engineer,Manufacturing,1001-5000,169972,24,No Degree,45,1068,linkedin,2025-07-10 00:52:04.508175
Technical Lead,Financial Services,11-50,166853,7,PhD,46,4354,linkedin,2025-07-26 00:52:04.508179
Data Engineer,Healthcare,11-50,94491,12,No Degree,50,4696,linkedin,2025-09-16 00:52:04.508182
Data Engineer,Retail,501-1000,151703,25,Certificate,36,4957,linkedin,2025-07-24 00:52:04.508186
Software Developer,Government,201-500,72069,14,No Degree,36,4760,linkedin,2025-09-11 00:52:04.508190
Technical Lead,Healthcare,51-200,55744,14,PhD,22,1398,linkedin,2025-08-23 00:52:04.508193
Engineering Director,Real Estate,501-1000,92331,17,Certificate,22,4312,linkedin,2025-08-14 00:52:04.508197
Site Reliability Engineer,Technology,1001-5000,229959,25,No Degree,16,3964,linkedin,2025-09-14 00:52:04.508201
ML Engineer,Healthcare,1-10,52436,16,PhD,21,1287,linkedin,2025-08-29 00:52:04.508204
Technical Lead,Real Estate,501-1000,113986,19,No Degree,7,842,linkedin,2025-08-10 00:52:04.508208
VP of Engineering,Education,501-1000,91978,19,No Degree,18,3390,linkedin,2025-08-24 00:52:04.508212
Platform Engineer,Real Estate,501-1000,99380,25,Bachelor,26,3308,linkedin,2025-08-03 00:52:04.508216
VP of Engineering,Government,201-500,74330,22,No Degree,11,2337,linkedin,2025-09-11 00:52:04.508219
Technical Lead,Consulting,501-1000,139270,9,PhD,22,2757,linkedin,2025-08-18 00:52:04.508223
CTO,Manufacturing,501-1000,97978,7,Master,31,1656,linkedin,2025-08-21 00:52:04.508227
Engineering Director,Media & Communications,1001-5000,79593,15,Bachelor,37,676,linkedin,2025-09-08 00:52:04.508230
Engineering Director,Education,5000+,112119,19,Certificate,31,811,linkedin,2025-08-11 00:52:04.508234
Platform Engineer,Media & Communications,201-500,132541,13,PhD,38,2296,linkedin,2025-07-05 00:52:04.508238
Data Engineer,Technology,1001-5000,195452,20,PhD,35,1106,linkedin,2025-09-11 00:52:04.508242
Software Developer,Education,201-500,66676,4,Bachelor,21,216,linkedin,2025-08-26 00:52:04.508245
Platform Engineer,Healthcare,11-50,64630,21,PhD,42,3522,linkedin,2025-09-16 00:52:04.508249
Engineering Director,Manufacturing,501-1000,105900,11,PhD,16,1556,linkedin,2025-07-04 00:52:04.508253
Software Developer,Retail,501-1000,158682,22,PhD,23,1856,linkedin,2025-07-24 00:52:04.508257
Site Reliability Engineer,Technology,51-200,143432,18,No Degree,23,4473,linkedin,2025-06-25 00:52:04.508261
Site Reliability Engineer,Energy,1001-5000,145234,13,Bachelor,39,995,linkedin,2025-07-16 00:52:04.508264
Engineering Director,Media & Communications,201-500,127747,24,PhD,33,3398,linkedin,2025-07-13 00:52:04.508268
VP of Engineering,Healthcare,1001-5000,150140,7,Certificate,43,197,linkedin,2025-06-28 00:52:04.508272
Data Engineer,Technology,501-1000,152668,22,Certificate,19,487,linkedin,2025-08-20 00:52:04.508276
Engineering Director,Manufacturing,501-1000,132875,23,Bachelor,34,3937,linkedin,2025-08-13 00:52:04.508279
CTO,Manufacturing,5000+,114839,9,Master,17,2536,linkedin,2025-09-17 00:52:04.508283
Site Reliability Engineer,Non-profit,1001-5000,55879,15,Bachelor,25,2868,linkedin,2025-08-05 00:52:04.508287
Senior Software Developer,Technology,1001-5000,189569,22,Master,18,1694,linkedin,2025-08-11 00:52:04.508290
Site Reliability Engineer,Consulting,1-10,119420,25,Certificate,13,4088,linkedin,2025-06-20 00:52:04.508294
ML Engineer,Media & Communications,201-500,75286,23,Master,11,4204,linkedin,2025-07-15 00:52:04.508298
Software Architect,Retail,1001-5000,148876,9,Bachelor,14,3304,linkedin,2025-09-02 00:52:04.508302
Software Developer,Real Estate,1-10,107934,11,No Degree,25,1346,linkedin,2025-07-31 00:52:04.508305
Lead Software Developer,Consulting,11-50,102542,3,Bachelor,33,4361,linkedin,2025-06-29 00:52:04.508309
CTO,Retail,201-500,83129,17,No Degree,23,3530,linkedin,2025-08-30 00:52:04.508313
Engineering Director,Technology,5000+,178217,10,Master,6,818,linkedin,2025-09-06 00:52:04.508317
VP of Engineering,Government,201-500,72093,17,Master,35,1449,linkedin,2025-07-28 00:52:04.508320
Site Reliability Engineer,Consulting,51-200,96423,2,Bachelor,37,4570,linkedin,2025-09-06 00:52:04.508324
ML Engineer,Media & Communications,201-500,115816,23,Certificate,21,985,linkedin,2025-07-09 00:52:04.508328
Data Engineer,Financial Services,1001-5000,103578,5,Certificate,10,3014,linkedin,2025-09-04 00:52:04.508331
Senior Software Developer,Consulting,501-1000,87417,9,No Degree,15,4510,linkedin,2025-07-08 00:52:04.508335
CTO,Healthcare,201-500,115504,23,Master,22,1819,linkedin,2025-07-03 00:52:04.508339
VP of Engineering,Media & Communications,11-50,85023,12,Certificate,11,4458,linkedin,2025-06-21 00:52:04.508342
VP of Engineering,Government,1001-5000,107285,18,Master,25,2394,linkedin,2025-07-19 00:52:04.508346
CTO,Consulting,51-200,167443,11,Certificate,12,2649,linkedin,2025-06-21 00:52:04.508350
Lead Software Developer,Education,201-500,85784,9,Certificate,43,1755,linkedin,2025-09-02 00:52:04.508354
Platform Engineer,Energy,5000+,152889,20,No Degree,6,3722,linkedin,2025-09-08 00:52:04.508358
Software Architect,Healthcare,11-50,71112,14,Certificate,37,944,linkedin,2025-06-22 00:52:04.508361
Site Reliability Engineer,Healthcare,1-10,99649,11,PhD,22,1408,linkedin,2025-08-20 00:52:04.508365
Software Architect,Education,501-1000,79198,22,No Degree,33,3803,linkedin,2025-06-25 00:52:04.508368
Software Developer,Energy,51-200,96696,22,Bachelor,21,2854,linkedin,2025-07-10 00:52:04.508372
VP of Engineering,Government,1-10,59145,7,Certificate,22,1694,linkedin,2025-08-29 00:52:04.508376
Engineering Director,Consulting,501-1000,172127,25,Bachelor,30,2085,linkedin,2025-09-01 00:52:04.508379
CTO,Government,201-500,56221,11,PhD,21,4204,linkedin,2025-08-12 00:52:04.508383
Software Developer,Technology,51-200,53005,5,Bachelor,5,4989,linkedin,2025-07-06 00:52:04.508387
ML Engineer,Education,1001-5000,93528,17,No Degree,26,3861,linkedin,2025-07-27 00:52:04.508391
Software Developer,Energy,1-10,84902,22,No Degree,30,3522,linkedin,2025-06-25 00:52:04.508394
Platform Engineer,Manufacturing,201-500,108478,19,Master,42,4738,linkedin,2025-08-25 00:52:04.508398
Data Engineer,Education,1001-5000,129235,7,Certificate,45,362,linkedin,2025-07-16 00:52:04.508401
Data Engineer,Non-profit,501-1000,88525,2,No Degree,36,4470,linkedin,2025-07-03 00:52:04.508405
Lead Software Developer,Real Estate,5000+,114252,1,Certificate,47,4822,linkedin,2025-07-14 00:52:04.508409
Site Reliability Engineer,Consulting,11-50,42952,17,Bachelor,5,985,linkedin,2025-08-24 00:52:04.508413
Lead Software Developer,Manufacturing,51-200,89363,1,No Degree,17,769,linkedin,2025-07-01 00:52:04.508417
Platform Engineer,Retail,11-50,107472,23,Certificate,21,3337,linkedin,2025-07-18 00:52:04.508420
Technical Lead,Media & Communications,51-200,85688,14,Master,16,1284,linkedin,2025-06-27 00:52:04.508424
Engineering Director,Energy,1-10,76538,12,PhD,46,3228,linkedin,2025-07-20 00:52:04.508428
Data Engineer,Energy,5000+,147010,17,PhD,37,4652,linkedin,2025-09-16 00:52:04.508431
ML Engineer,Retail,51-200,70886,9,Certificate,23,1582,linkedin,2025-09-17 00:52:04.508435
Lead Software Developer,Technology,501-1000,171290,19,Master,19,2588,linkedin,2025-08-20 00:52:04.508439
CTO,Real Estate,5000+,187434,4,PhD,16,2428,linkedin,2025-08-24 00:52:04.508442
Data Engineer,Real Estate,1001-5000,118164,17,Bachelor,12,2114,linkedin,2025-07-20 00:52:04.508446
Platform Engineer,Healthcare,51-200,75003,20,Master,39,4623,linkedin,2025-08-11 00:52:04.508450
Site Reliability Engineer,Technology,5000+,170021,19,Certificate,43,3534,linkedin,2025-08-08 00:52:04.508454
Software Architect,Education,501-1000,40484,22,PhD,19,3912,linkedin,2025-08-08 00:52:04.508458
Lead Software Developer,Financial Services,11-50,129781,1,Certificate,13,803,linkedin,2025-08-08 00:52:04.508462
Platform Engineer,Non-profit,501-1000,88822,21,Bachelor,26,3247,linkedin,2025-09-17 00:52:04.508465
Lead Software Developer,Healthcare,11-50,133448,9,Certificate,46,390,linkedin,2025-08-19 00:52:04.508469
Platform Engineer,Healthcare,1001-5000,129261,3,Master,17,3900,linkedin,2025-07-11 00:52:04.508473
Software Developer,Technology,201-500,149723,18,PhD,5,3450,linkedin,2025-08-13 00:52:04.508477
ML Engineer,Healthcare,5000+,114798,8,No Degree,28,2775,linkedin,2025-08-02 00:52:04.508481
CTO,Technology,1001-5000,146243,19,Master,16,160,linkedin,2025-09-13 00:52:04.508484
Site Reliability Engineer,Energy,1001-5000,76409,17,Master,47,1148,linkedin,2025-08-10 00:52:04.508488
