company,job_title,location,salary,experience_years,company_rating,data_source,date_posted
Atlassian,Senior Engineering Manager,"New York, NY",104851,0,3.7,glassdoor,2025-04-22 00:52:04.472009
Meta,Engineering Manager,"Seattle, WA",309681,12,3.4,glassdoor,2024-10-05 00:52:04.472012
Snowflake,Data Scientist,"London, UK",111653,20,3.8,glassdoor,2025-06-11 00:52:04.472016
Tesla,Software Engineer,"Toronto, Canada",116449,17,4.6,glassdoor,2025-06-06 00:52:04.472020
Stripe,Senior Data Scientist,"Boston, MA",95443,14,4.8,glassdoor,2025-09-08 00:52:04.472023
Stripe,Mobile Engineer,Remote - US,136704,15,4.0,glassdoor,2024-11-24 00:52:04.472026
Snowflake,Software Engineer,"Boston, MA",88846,14,3.0,glassdoor,2025-06-24 00:52:04.472030
Google,DevOps Engineer,"London, UK",150675,12,4.5,glassdoor,2024-10-02 00:52:04.472033
Databricks,Staff Software Engineer,"London, UK",81760,10,3.4,glassdoor,2024-10-03 00:52:04.472037
Atlassian,Full Stack Engineer,"Boston, MA",104498,19,4.4,glassdoor,2025-06-16 00:52:04.472040
OpenAI,Frontend Engineer,"Berlin, Germany",77762,6,3.3,glassdoor,2024-11-15 00:52:04.472044
AMD,ML Engineer,"Chicago, IL",126351,7,3.5,glassdoor,2025-01-29 00:52:04.472047
Shopify,Full Stack Engineer,"Los Angeles, CA",122965,5,3.3,glassdoor,2025-03-18 00:52:04.472051
Salesforce,Engineering Manager,"San Francisco, CA",286385,13,3.2,glassdoor,2025-02-25 00:52:04.472054
Databricks,Staff Software Engineer,"New York, NY",190514,19,3.3,glassdoor,2024-10-18 00:52:04.472057
Databricks,Senior Engineering Manager,"New York, NY",93502,18,3.6,glassdoor,2025-08-12 00:52:04.472061
Snowflake,Frontend Engineer,"Austin, TX",99510,1,3.3,glassdoor,2025-04-08 00:52:04.472064
Snowflake,Security Engineer,"Austin, TX",129635,13,3.5,glassdoor,2024-10-10 00:52:04.472068
AMD,Engineering Manager,"Berlin, Germany",153059,13,3.3,glassdoor,2024-11-03 00:52:04.472071
AMD,Senior Data Scientist,"Berlin, Germany",86343,5,3.1,glassdoor,2025-03-08 00:52:04.472075
Apple,ML Engineer,"Berlin, Germany",114928,8,4.2,glassdoor,2025-09-04 00:52:04.472078
IBM,ML Engineer,"Seattle, WA",151060,6,3.4,glassdoor,2025-07-25 00:52:04.472082
Uber,Senior Software Engineer,"San Francisco, CA",201574,8,4.1,glassdoor,2025-05-26 00:52:04.472085
NVIDIA,Senior Engineering Manager,"Seattle, WA",136747,20,3.2,glassdoor,2025-07-02 00:52:04.472090
Amazon,Senior Engineering Manager,"Seattle, WA",243447,11,4.5,glassdoor,2024-12-30 00:52:04.472093
Intel,Principal Software Engineer,"Toronto, Canada",160674,11,4.1,glassdoor,2025-02-07 00:52:04.472097
Adobe,Frontend Engineer,Remote - US,157167,15,5.0,glassdoor,2025-04-18 00:52:04.472100
Google,Principal Software Engineer,"London, UK",233412,3,4.1,glassdoor,2025-05-06 00:52:04.472103
Adobe,Senior Software Engineer,"Chicago, IL",159400,9,5.0,glassdoor,2025-07-11 00:52:04.472107
Intel,Software Engineer,"San Francisco, CA",97015,12,3.4,glassdoor,2025-01-03 00:52:04.472110
Shopify,Backend Engineer,"Berlin, Germany",84458,16,4.0,glassdoor,2025-04-10 00:52:04.472114
Spotify,ML Engineer,"Toronto, Canada",92085,12,4.3,glassdoor,2025-04-26 00:52:04.472117
OpenAI,Senior Data Scientist,"Toronto, Canada",77430,3,4.2,glassdoor,2025-07-13 00:52:04.472121
Tesla,Senior Data Scientist,"Berlin, Germany",98630,5,3.2,glassdoor,2025-07-07 00:52:04.472124
NVIDIA,Frontend Engineer,"New York, NY",181726,5,3.2,glassdoor,2025-06-16 00:52:04.472128
Google,Senior Data Scientist,"Toronto, Canada",125648,2,3.1,glassdoor,2025-06-26 00:52:04.472131
Oracle,Data Scientist,Remote - US,90115,6,4.6,glassdoor,2025-07-22 00:52:04.472134
Stripe,Full Stack Engineer,Remote - US,163264,18,4.5,glassdoor,2024-09-24 00:52:04.472138
Amazon,Staff Software Engineer,"Denver, CO",206917,19,3.9,glassdoor,2025-02-21 00:52:04.472141
Salesforce,Data Scientist,"London, UK",116847,16,3.2,glassdoor,2025-06-27 00:52:04.472146
Spotify,Product Manager,"Seattle, WA",167064,17,3.0,glassdoor,2025-05-28 00:52:04.472150
GitHub,Frontend Engineer,"Chicago, IL",106716,0,4.5,glassdoor,2025-06-23 00:52:04.472153
NVIDIA,Software Engineer,"San Francisco, CA",185098,0,3.7,glassdoor,2025-06-09 00:52:04.472156
AMD,Senior Engineering Manager,Remote - US,124127,10,3.4,glassdoor,2025-02-27 00:52:04.472160
Tesla,Principal Software Engineer,"San Francisco, CA",345527,10,4.3,glassdoor,2025-04-03 00:52:04.472163
VMware,Senior Engineering Manager,"Boston, MA",73190,7,4.8,glassdoor,2025-05-20 00:52:04.472168
Adobe,Software Engineer,"Los Angeles, CA",85272,17,4.4,glassdoor,2025-02-16 00:52:04.472171
VMware,Senior Engineering Manager,"Berlin, Germany",70513,18,4.5,glassdoor,2025-08-17 00:52:04.472175
Microsoft,Backend Engineer,"Chicago, IL",173802,17,4.4,glassdoor,2025-06-26 00:52:04.472178
Atlassian,Frontend Engineer,"Austin, TX",117989,7,3.4,glassdoor,2024-12-07 00:52:04.472182
Tesla,Mobile Engineer,"London, UK",92841,12,4.3,glassdoor,2025-06-05 00:52:04.472186
Tesla,Full Stack Engineer,"Chicago, IL",139650,2,4.0,glassdoor,2024-10-27 00:52:04.472190
Amazon,Security Engineer,"New York, NY",222959,12,3.9,glassdoor,2025-05-14 00:52:04.472193
GitHub,Senior Data Scientist,"Seattle, WA",183307,0,4.9,glassdoor,2025-06-12 00:52:04.472197
Meta,Mobile Engineer,"New York, NY",258155,6,4.8,glassdoor,2024-11-10 00:52:04.472201
Meta,Principal Software Engineer,"Berlin, Germany",231551,17,4.7,glassdoor,2025-05-26 00:52:04.472204
Databricks,Senior Engineering Manager,"Denver, CO",109297,19,4.5,glassdoor,2025-08-16 00:52:04.472208
Spotify,Full Stack Engineer,"Los Angeles, CA",116387,0,3.8,glassdoor,2025-01-14 00:52:04.472211
Shopify,Security Engineer,"Seattle, WA",175486,20,3.1,glassdoor,2024-10-30 00:52:04.472215
AMD,DevOps Engineer,"London, UK",71290,5,3.0,glassdoor,2024-12-16 00:52:04.472218
Spotify,Principal Software Engineer,"Berlin, Germany",128913,8,3.5,glassdoor,2025-08-10 00:52:04.472222
Oracle,Engineering Manager,"Denver, CO",144578,19,3.9,glassdoor,2025-02-20 00:52:04.472225
Amazon,Backend Engineer,Remote - US,166151,3,3.7,glassdoor,2024-11-18 00:52:04.472229
GitHub,Senior Product Manager,Remote - US,148030,9,3.7,glassdoor,2025-01-06 00:52:04.472232
Netflix,Software Engineer,"Toronto, Canada",118881,4,4.4,glassdoor,2025-03-09 00:52:04.472236
Databricks,Security Engineer,Remote - US,62006,12,4.5,glassdoor,2024-11-08 00:52:04.472239
Databricks,Principal Software Engineer,"New York, NY",254346,10,3.9,glassdoor,2025-04-13 00:52:04.472243
Oracle,Mobile Engineer,"London, UK",114957,18,4.8,glassdoor,2025-06-26 00:52:04.472246
Snowflake,ML Engineer,"Austin, TX",119612,19,3.5,glassdoor,2025-02-07 00:52:04.472249
IBM,Software Engineer,"Denver, CO",97707,9,4.8,glassdoor,2024-11-25 00:52:04.472253
Oracle,Software Engineer,"Denver, CO",84960,8,4.3,glassdoor,2025-07-06 00:52:04.472256
Cisco,Frontend Engineer,"Chicago, IL",80372,18,5.0,glassdoor,2025-04-15 00:52:04.472260
Apple,Backend Engineer,"London, UK",150104,19,3.8,glassdoor,2025-09-06 00:52:04.472263
Adobe,Software Engineer,Remote - US,82481,19,3.9,glassdoor,2024-10-01 00:52:04.472267
Intel,Full Stack Engineer,"Boston, MA",155176,17,3.7,glassdoor,2024-11-05 00:52:04.472270
Salesforce,Senior Data Scientist,"Chicago, IL",120322,8,3.2,glassdoor,2024-12-31 00:52:04.472273
Tesla,Mobile Engineer,"Boston, MA",119322,3,3.8,glassdoor,2025-05-16 00:52:04.472277
Stripe,Backend Engineer,Remote - US,145982,20,3.7,glassdoor,2025-02-25 00:52:04.472280
AMD,Principal Software Engineer,"Chicago, IL",194319,9,4.6,glassdoor,2024-12-18 00:52:04.472284
Google,Data Scientist,"Boston, MA",155953,10,3.0,glassdoor,2024-11-12 00:52:04.472287
Netflix,Mobile Engineer,"Chicago, IL",198185,0,3.7,glassdoor,2025-06-22 00:52:04.472291
Amazon,Senior Software Engineer,"New York, NY",237869,12,3.3,glassdoor,2025-01-26 00:52:04.472294
Microsoft,Security Engineer,"Chicago, IL",124465,9,4.1,glassdoor,2025-08-17 00:52:04.472297
Google,Senior Engineering Manager,"Boston, MA",208366,17,4.7,glassdoor,2025-03-18 00:52:04.472301
Spotify,Principal Software Engineer,"Austin, TX",199952,0,4.1,glassdoor,2024-12-15 00:52:04.472304
Salesforce,Product Manager,"Berlin, Germany",87224,1,3.7,glassdoor,2025-04-14 00:52:04.472308
Intel,Senior Product Manager,"London, UK",85376,19,4.5,glassdoor,2025-05-06 00:52:04.472311
AMD,Principal Software Engineer,Remote - US,233617,11,3.8,glassdoor,2025-05-19 00:52:04.472315
Google,Engineering Manager,"Denver, CO",254295,11,4.8,glassdoor,2025-08-24 00:52:04.472318
Google,Product Manager,"San Francisco, CA",141085,11,4.4,glassdoor,2024-10-05 00:52:04.472322
OpenAI,Principal Software Engineer,"London, UK",250024,19,3.7,glassdoor,2025-06-05 00:52:04.472325
Google,DevOps Engineer,"Chicago, IL",190229,9,3.2,glassdoor,2025-05-07 00:52:04.472329
Cisco,Product Manager,"Denver, CO",99420,17,4.3,glassdoor,2025-04-20 00:52:04.472332
GitHub,Backend Engineer,"London, UK",75771,1,4.0,glassdoor,2025-01-15 00:52:04.472336
AMD,Software Engineer,"Berlin, Germany",67379,3,4.1,glassdoor,2025-06-27 00:52:04.472339
GitHub,Senior Software Engineer,"San Francisco, CA",192277,3,4.3,glassdoor,2025-06-05 00:52:04.472343
GitHub,DevOps Engineer,"Toronto, Canada",115682,3,3.1,glassdoor,2025-05-02 00:52:04.472346
Stripe,Senior Data Scientist,"Boston, MA",156993,4,4.2,glassdoor,2025-08-26 00:52:04.472349
OpenAI,Full Stack Engineer,"Boston, MA",118934,10,4.9,glassdoor,2024-12-05 00:52:04.472354
OpenAI,DevOps Engineer,"New York, NY",194966,9,4.9,glassdoor,2025-03-08 00:52:04.472358
Meta,Engineering Manager,"Seattle, WA",358958,10,4.8,glassdoor,2024-11-09 00:52:04.472361
Oracle,Frontend Engineer,"Denver, CO",85327,4,3.6,glassdoor,2025-02-12 00:52:04.472365
Cisco,Senior Engineering Manager,"New York, NY",192403,5,3.2,glassdoor,2025-09-13 00:52:04.472368
Snowflake,Senior Product Manager,"Austin, TX",143437,20,4.3,glassdoor,2025-04-20 00:52:04.472371
Atlassian,Software Engineer,"Boston, MA",146737,15,3.6,glassdoor,2025-03-02 00:52:04.472375
Stripe,Senior Data Scientist,"Berlin, Germany",82057,10,3.7,glassdoor,2025-05-26 00:52:04.472379
Oracle,Frontend Engineer,"Los Angeles, CA",113246,5,3.2,glassdoor,2025-05-22 00:52:04.472382
Adobe,Senior Product Manager,"Los Angeles, CA",63026,0,4.0,glassdoor,2025-08-07 00:52:04.472385
Meta,Senior Data Scientist,"Los Angeles, CA",173924,11,3.4,glassdoor,2025-06-24 00:52:04.472389
NVIDIA,Senior Software Engineer,"San Francisco, CA",168278,7,3.8,glassdoor,2024-10-15 00:52:04.472393
Netflix,Staff Software Engineer,"Seattle, WA",437423,15,3.5,glassdoor,2024-10-25 00:52:04.472396
Meta,Backend Engineer,"Denver, CO",132339,5,3.9,glassdoor,2025-05-02 00:52:04.472400
Adobe,Senior Product Manager,"London, UK",64362,11,4.1,glassdoor,2024-09-18 00:52:04.472403
Intel,ML Engineer,Remote - US,107602,10,3.3,glassdoor,2024-11-22 00:52:04.472407
Intel,Senior Data Scientist,"New York, NY",91461,11,3.3,glassdoor,2025-04-10 00:52:04.472410
Amazon,Security Engineer,"Seattle, WA",209938,16,3.7,glassdoor,2025-03-13 00:52:04.472414
Oracle,Staff Software Engineer,"Denver, CO",95091,2,3.1,glassdoor,2025-08-22 00:52:04.472418
Spotify,Senior Software Engineer,"Los Angeles, CA",126717,9,4.2,glassdoor,2025-05-08 00:52:04.472421
Atlassian,Backend Engineer,"Boston, MA",63119,8,3.9,glassdoor,2025-03-14 00:52:04.472424
IBM,Product Manager,"Los Angeles, CA",101081,4,3.6,glassdoor,2024-12-21 00:52:04.472428
AMD,Senior Data Scientist,"Seattle, WA",186546,14,3.2,glassdoor,2024-11-24 00:52:04.472432
Stripe,Backend Engineer,"Austin, TX",162105,8,3.6,glassdoor,2024-11-13 00:52:04.472435
Tesla,Senior Software Engineer,"Los Angeles, CA",130299,7,4.0,glassdoor,2024-12-18 00:52:04.472439
Google,Senior Product Manager,"Austin, TX",150256,3,4.1,glassdoor,2025-02-14 00:52:04.472442
Apple,Staff Software Engineer,"Toronto, Canada",227617,6,3.5,glassdoor,2024-10-23 00:52:04.472446
Spotify,Senior Engineering Manager,"Chicago, IL",118208,1,4.0,glassdoor,2025-01-01 00:52:04.472449
Adobe,Senior Engineering Manager,Remote - US,86323,2,3.7,glassdoor,2025-06-20 00:52:04.472453
Shopify,Full Stack Engineer,"Austin, TX",120799,0,3.6,glassdoor,2024-12-07 00:52:04.472456
GitHub,Senior Engineering Manager,"Los Angeles, CA",49585,2,3.6,glassdoor,2025-07-17 00:52:04.472459
Atlassian,Senior Data Scientist,"Chicago, IL",94394,10,4.7,glassdoor,2025-06-01 00:52:04.472463
Snowflake,Senior Product Manager,"Denver, CO",97453,16,3.1,glassdoor,2024-12-29 00:52:04.472466
Salesforce,Principal Software Engineer,"Los Angeles, CA",223079,13,4.4,glassdoor,2025-06-13 00:52:04.472470
Stripe,Data Scientist,"Chicago, IL",164541,15,3.2,glassdoor,2025-01-15 00:52:04.472473
Atlassian,Security Engineer,"New York, NY",108695,18,4.6,glassdoor,2024-11-20 00:52:04.472476
Apple,Senior Data Scientist,"Austin, TX",121413,6,4.6,glassdoor,2025-07-10 00:52:04.472480
Salesforce,Data Scientist,"Chicago, IL",121649,20,4.6,glassdoor,2025-05-06 00:52:04.472483
Snowflake,Senior Software Engineer,"London, UK",111606,18,4.2,glassdoor,2025-09-03 00:52:04.472487
NVIDIA,Senior Software Engineer,"Seattle, WA",144827,1,4.1,glassdoor,2024-12-08 00:52:04.472490
Snowflake,Full Stack Engineer,"Austin, TX",97613,18,3.0,glassdoor,2025-05-21 00:52:04.472494
Intel,ML Engineer,"New York, NY",172252,3,4.4,glassdoor,2024-12-15 00:52:04.472497
Oracle,Frontend Engineer,"Berlin, Germany",67772,16,3.6,glassdoor,2025-04-23 00:52:04.472501
Netflix,Senior Data Scientist,"Chicago, IL",159145,8,4.5,glassdoor,2024-12-28 00:52:04.472504
Cisco,Mobile Engineer,"Boston, MA",154870,19,4.5,glassdoor,2024-10-09 00:52:04.472507
Oracle,Backend Engineer,"London, UK",69523,11,3.9,glassdoor,2024-12-04 00:52:04.472511
Databricks,Full Stack Engineer,"Los Angeles, CA",68000,20,4.4,glassdoor,2025-03-23 00:52:04.472514
Cisco,Mobile Engineer,"New York, NY",174895,16,4.5,glassdoor,2024-11-18 00:52:04.472518
Microsoft,Senior Engineering Manager,"New York, NY",176415,2,3.9,glassdoor,2024-11-23 00:52:04.472521
Atlassian,Staff Software Engineer,"New York, NY",212364,9,4.1,glassdoor,2025-06-13 00:52:04.472525
IBM,Backend Engineer,"Seattle, WA",118465,14,3.0,glassdoor,2025-04-02 00:52:04.472528
Cisco,Mobile Engineer,"Boston, MA",102388,8,4.9,glassdoor,2025-07-29 00:52:04.472532
VMware,Data Scientist,"Austin, TX",154405,13,4.0,glassdoor,2025-06-28 00:52:04.472536
Spotify,Security Engineer,Remote - US,137858,3,3.2,glassdoor,2025-05-29 00:52:04.472540
IBM,Software Engineer,"Austin, TX",105520,16,4.0,glassdoor,2025-02-07 00:52:04.472544
Adobe,Principal Software Engineer,"Seattle, WA",184492,18,3.5,glassdoor,2025-01-09 00:52:04.472547
Adobe,Staff Software Engineer,"Boston, MA",124702,10,4.2,glassdoor,2025-09-06 00:52:04.472551
AMD,Senior Engineering Manager,"Seattle, WA",60678,14,3.9,glassdoor,2025-08-24 00:52:04.472554
Databricks,ML Engineer,"New York, NY",126724,17,4.7,glassdoor,2025-02-13 00:52:04.472558
Salesforce,Product Manager,"Austin, TX",128664,11,3.2,glassdoor,2024-10-16 00:52:04.472561
Snowflake,Mobile Engineer,Remote - US,131082,0,4.5,glassdoor,2025-01-23 00:52:04.472565
AMD,Software Engineer,"Berlin, Germany",60208,10,3.4,glassdoor,2024-10-08 00:52:04.472568
OpenAI,Software Engineer,"Toronto, Canada",89598,3,3.2,glassdoor,2025-05-17 00:52:04.472572
VMware,Staff Software Engineer,"San Francisco, CA",209520,7,4.9,glassdoor,2024-12-19 00:52:04.472575
Meta,Full Stack Engineer,"Boston, MA",163013,4,4.3,glassdoor,2025-04-09 00:52:04.472579
Databricks,Principal Software Engineer,"Austin, TX",228328,13,3.1,glassdoor,2025-08-18 00:52:04.472582
NVIDIA,Mobile Engineer,"Los Angeles, CA",73096,17,4.6,glassdoor,2025-01-03 00:52:04.472585
NVIDIA,Principal Software Engineer,"San Francisco, CA",314799,9,3.7,glassdoor,2025-07-10 00:52:04.472589
Stripe,Product Manager,"Toronto, Canada",179396,14,3.4,glassdoor,2025-08-13 00:52:04.472592
Snowflake,Mobile Engineer,"Denver, CO",99033,6,3.8,glassdoor,2025-02-24 00:52:04.472596
Meta,Backend Engineer,"Seattle, WA",232109,6,4.4,glassdoor,2024-12-31 00:52:04.472599
AMD,Security Engineer,"London, UK",151916,7,3.4,glassdoor,2025-05-17 00:52:04.472603
VMware,Senior Software Engineer,"Toronto, Canada",123370,0,4.3,glassdoor,2024-12-13 00:52:04.472606
Snowflake,Frontend Engineer,"Seattle, WA",151444,11,4.3,glassdoor,2025-04-21 00:52:04.472610
Atlassian,Senior Product Manager,"Seattle, WA",119675,20,3.7,glassdoor,2025-03-04 00:52:04.472613
OpenAI,Senior Product Manager,"London, UK",100723,15,4.1,glassdoor,2025-03-19 00:52:04.472616
Databricks,Principal Software Engineer,"Seattle, WA",281094,12,3.6,glassdoor,2025-02-28 00:52:04.472620
Intel,Senior Software Engineer,"Berlin, Germany",91637,4,4.7,glassdoor,2025-05-18 00:52:04.472623
Shopify,Full Stack Engineer,"New York, NY",120364,14,3.1,glassdoor,2025-06-28 00:52:04.472627
Adobe,Frontend Engineer,"Berlin, Germany",78720,12,3.8,glassdoor,2025-03-26 00:52:04.472630
Uber,Senior Data Scientist,"New York, NY",234500,16,3.2,glassdoor,2025-05-10 00:52:04.472634
Airbnb,Staff Software Engineer,"Toronto, Canada",229496,13,3.2,glassdoor,2025-07-26 00:52:04.472637
Oracle,Backend Engineer,"Los Angeles, CA",128778,20,4.8,glassdoor,2025-03-30 00:52:04.472641
Adobe,Senior Data Scientist,"Chicago, IL",102880,8,3.1,glassdoor,2025-03-10 00:52:04.472644
Amazon,Senior Software Engineer,"Austin, TX",188366,17,4.1,glassdoor,2025-07-10 00:52:04.472648
Shopify,Product Manager,"San Francisco, CA",171048,8,3.3,glassdoor,2025-02-15 00:52:04.472651
Tesla,Frontend Engineer,"New York, NY",153055,16,4.7,glassdoor,2025-05-06 00:52:04.472655
IBM,Data Scientist,"Berlin, Germany",87117,8,3.9,glassdoor,2024-12-21 00:52:04.472658
Cisco,Senior Product Manager,"London, UK",77921,10,4.6,glassdoor,2025-09-06 00:52:04.472662
Salesforce,Frontend Engineer,"London, UK",84896,1,3.8,glassdoor,2025-02-24 00:52:04.472665
Airbnb,Software Engineer,"London, UK",109287,5,3.3,glassdoor,2024-12-17 00:52:04.472669
Cisco,Data Scientist,"London, UK",111559,16,3.9,glassdoor,2025-05-02 00:52:04.472672
Snowflake,DevOps Engineer,"Seattle, WA",107006,7,4.7,glassdoor,2025-04-02 00:52:04.472676
Adobe,Backend Engineer,"New York, NY",183072,15,3.2,glassdoor,2025-05-04 00:52:04.472679
Tesla,Software Engineer,"Berlin, Germany",87759,13,4.6,glassdoor,2024-12-05 00:52:04.472683
Amazon,Principal Software Engineer,"Chicago, IL",221120,8,4.6,glassdoor,2025-08-31 00:52:04.472686
Tesla,Senior Data Scientist,"Austin, TX",93485,18,4.0,glassdoor,2024-12-24 00:52:04.472690
Apple,Mobile Engineer,"Denver, CO",146818,6,4.1,glassdoor,2025-02-03 00:52:04.472693
IBM,DevOps Engineer,Remote - US,108204,7,4.5,glassdoor,2025-05-31 00:52:04.472697
OpenAI,Senior Data Scientist,"Denver, CO",110443,14,3.0,glassdoor,2025-05-12 00:52:04.472700
Amazon,Senior Product Manager,"Toronto, Canada",130203,0,4.2,glassdoor,2024-11-03 00:52:04.472704
Amazon,DevOps Engineer,"Austin, TX",84030,16,4.7,glassdoor,2025-02-15 00:52:04.472707
Google,Senior Engineering Manager,Remote - US,153402,4,3.8,glassdoor,2025-03-23 00:52:04.472711
Airbnb,Senior Engineering Manager,"San Francisco, CA",197727,8,3.1,glassdoor,2025-06-22 00:52:04.472714
Uber,Staff Software Engineer,"London, UK",197133,1,4.4,glassdoor,2025-03-19 00:52:04.472718
Atlassian,Backend Engineer,"New York, NY",130086,0,3.5,glassdoor,2025-04-27 00:52:04.472721
Apple,Software Engineer,"San Francisco, CA",252453,15,4.4,glassdoor,2024-09-22 00:52:04.472726
Airbnb,Principal Software Engineer,"London, UK",143089,6,3.3,glassdoor,2025-03-11 00:52:04.472729
Cisco,Senior Product Manager,Remote - US,149953,20,3.2,glassdoor,2024-11-03 00:52:04.472733
Shopify,Senior Data Scientist,"Seattle, WA",134101,20,4.8,glassdoor,2025-07-06 00:52:04.472736
Cisco,Data Scientist,Remote - US,150825,14,3.1,glassdoor,2024-12-06 00:52:04.472740
Shopify,Engineering Manager,"Toronto, Canada",173729,12,5.0,glassdoor,2024-11-27 00:52:04.472743
GitHub,Product Manager,"New York, NY",185660,5,3.7,glassdoor,2025-01-07 00:52:04.472747
Stripe,Engineering Manager,"New York, NY",309194,9,3.0,glassdoor,2024-09-27 00:52:04.472751
IBM,Product Manager,"New York, NY",117977,13,3.2,glassdoor,2024-12-18 00:52:04.472755
Oracle,Senior Software Engineer,"San Francisco, CA",242695,6,3.6,glassdoor,2024-12-22 00:52:04.472758
GitHub,Principal Software Engineer,"Toronto, Canada",193506,12,3.4,glassdoor,2025-01-17 00:52:04.472761
Google,Engineering Manager,Remote - US,275009,12,3.9,glassdoor,2024-10-18 00:52:04.472765
Netflix,Senior Software Engineer,"New York, NY",329943,1,3.1,glassdoor,2025-03-30 00:52:04.472768
Cisco,Senior Product Manager,"Chicago, IL",85709,13,4.4,glassdoor,2025-08-13 00:52:04.472772
Salesforce,DevOps Engineer,"Austin, TX",120862,13,4.9,glassdoor,2024-11-23 00:52:04.472775
Google,Software Engineer,"Los Angeles, CA",111134,14,4.0,glassdoor,2025-04-10 00:52:04.472779
Google,Senior Software Engineer,"Seattle, WA",223258,15,3.5,glassdoor,2025-03-31 00:52:04.472782
VMware,Software Engineer,"San Francisco, CA",136951,14,3.4,glassdoor,2025-01-24 00:52:04.472786
Apple,Product Manager,"San Francisco, CA",158749,20,3.9,glassdoor,2025-06-27 00:52:04.472789
Apple,Principal Software Engineer,"Austin, TX",234021,17,4.6,glassdoor,2024-12-02 00:52:04.472792
Microsoft,Mobile Engineer,"Denver, CO",185197,2,4.3,glassdoor,2025-01-07 00:52:04.472796
